id,user_id,image_id,label_id,top,left,bottom,right,time_effort,token,creation_date,is_validated,is_correct
198,A3XU8C72O6LCD,210,16,509,1129,92,756,21,2QNZ3WQZ7JSVCM6I71ZQ,1/1/2020 20:49:48.699,1,
199,A3XU8C72O6LCD,210,19,69,325,547,731,10,2QNZ3WQZ7JSVCM6I71ZQ,1/1/2020 20:49:48.699,1,
203,A2B8I4RY96UYKQ,223,20,204,323,411,447,10,QVDYHJLCG0VNM078C1TA,1/1/2020 20:49:52.648,1,
204,A2B8I4RY96UYKQ,223,8,191,459,467,943,10,QVDYHJLCG0VNM078C1TA,1/1/2020 20:49:52.648,1,
205,A2B8I4RY96UYKQ,223,19,243,1151,476,1441,15,QVDYHJLCG0VNM078C1TA,1/1/2020 20:49:52.648,1,
206,A2B8I4RY96UYKQ,223,6,216,1444,504,1679,5,QVDYHJLCG0VNM078C1TA,1/1/2020 20:49:52.648,1,
210,A7WCYUB783QNB,360,4,212,450,515,1118,7,H0Q45XL102LRJR7N1BA7,1/1/2020 20:49:57.568,1,
211,A7WCYUB783QNB,360,17,202,1246,509,1611,4,H0Q45XL102LRJR7N1BA7,1/1/2020 20:49:57.568,1,
212,A7WCYUB783QNB,360,23,200,1615,501,1691,3,H0Q45XL102LRJR7N1BA7,1/1/2020 20:49:57.568,1,
216,A2LV5432PV1S39,10,17,116,131,484,554,9,XQUS0G76XOML4EDO7SP0,1/1/2020 20:50:00.453,1,
217,A2LV5432PV1S39,10,6,105,555,480,1033,6,XQUS0G76XOML4EDO7SP0,1/1/2020 20:50:00.453,1,
218,A2LV5432PV1S39,10,6,101,1,425,139,3,XQUS0G76XOML4EDO7SP0,1/1/2020 20:50:00.453,1,
208,A2UHK8HUXXMSVM,489,6,210,423,456,932,19,O2QW5PCSWWB9Q00WG0VJ,1/1/2020 20:49:54.611,1,
207,A32ZRN4S2IMN0O,200,16,361,1176,361,1175,13,D73CA8PI2NU035425QZU,1/1/2020 20:49:53.874,1,
209,A3QZD2G0I2PBS7,363,23,489,1008,304,1275,35,WAJGN1TJVL9JPX95MJ2W,1/1/2020 20:49:54.645,1,
202,A2ZZW6KME1FUDU,399,8,224,856,473,1421,16,E7EMLSR6L2G2OW8J12LV,1/1/2020 20:49:51.361,1,
214,A2F9UN1H9YIP7O,409,22,245,1082,439,1160,21,N1JMCWWQMDBM4AXAJR6G,1/1/2020 20:50:00.24,1,
215,A2F9UN1H9YIP7O,409,13,239,726,444,633,14,N1JMCWWQMDBM4AXAJR6G,1/1/2020 20:50:00.24,1,
181,A2UF2FRGVW4T89,61,17,133,587,509,1126,13,Y5UMOORW8G8KBTHM0OJW,1/1/2020 20:49:09.285,1,
219,A2N93IVSZXSB73,494,1,250,469,466,1874,50,QBI1MR5TZJZ2XZ22FWNE,1/1/2020 20:50:01.186,1,
222,A2OP2ZANIM5ZV,271,14,128,188,530,1128,8,J6JI6NWNBAI2APLZYFTM,1/1/2020 20:50:09.632,1,
220,A2QVMCGDLTWV9,485,21,245,485,382,722,24,NFDFUB4M1TNN2ELPFVX7,1/1/2020 20:50:07.368,1,
221,A16VODTNYMOTXD,390,19,194,510,277,1314,14,P02X5KTCPJ2EU7OPP5SH,1/1/2020 20:50:09.333,1,
223,A2A1E85FL1JAB9,251,1,226,453,440,748,11,C5M55S5H6WB82PIIHQYC,1/1/2020 20:50:11.2,1,
224,ATRYRLZHVZ9J7,188,23,124,1670,500,2006,13,GAP6M2RQKZVGY3Q4CXSS,1/1/2020 20:50:13.629,1,
225,A34HSPNUYSHSR,397,17,229,473,289,798,22,J3NMYPDWC5IVMWHCT0OR,1/1/2020 20:50:14.3,1,
227,A34SSYH8B12WDJ,14,21,173,30,472,469,11,GKR8DPD7GG8F9I57S3V0,1/1/2020 20:50:30.036,1,
228,A34SSYH8B12WDJ,14,17,177,1281,496,1632,16,GKR8DPD7GG8F9I57S3V0,1/1/2020 20:50:30.036,1,
229,A34SSYH8B12WDJ,14,14,180,571,488,1228,10,GKR8DPD7GG8F9I57S3V0,1/1/2020 20:50:30.036,1,
226,A1ZDUYOAXER5TG,374,22,215,415,461,1590,23,1L2ZR2RVYF2UKW81ZCJY,1/1/2020 20:50:29.19,1,
237,A2DDPSXH2X96RF,360,4,208,375,517,1108,14,5Z6UM2FICNGBM0A8918L,1/1/2020 20:50:34.061,1,
238,A2DDPSXH2X96RF,360,17,195,1245,508,1605,18,5Z6UM2FICNGBM0A8918L,1/1/2020 20:50:34.061,1,
239,A2DDPSXH2X96RF,360,15,502,1813,502,1813,14,5Z6UM2FICNGBM0A8918L,1/1/2020 20:50:34.061,1,
230,A2HWF3DPE0MDCN,271,19,130,330,535,1128,16,683V8CJW1013HERYIDGP,1/1/2020 20:50:31.111,1,
231,A2HWF3DPE0MDCN,271,19,140,1132,505,1514,10,683V8CJW1013HERYIDGP,1/1/2020 20:50:31.111,1,
235,ANVDIM96A57GD,481,6,219,1058,479,1518,12,54TSXV6Y2VFDEA66DITV,1/1/2020 20:50:33.271,1,
236,ANVDIM96A57GD,481,23,217,622,453,1047,11,54TSXV6Y2VFDEA66DITV,1/1/2020 20:50:33.271,1,
241,A2A8BHK6O9QP95,163,6,191,1862,533,1478,7,WMTSOA5WA3V1DLCONNOD,1/1/2020 20:50:36.005,1,
240,A11GOMJ2VPMGOO,255,6,159,138,563,647,29,5RY77VEUTON2R8CD7P15,1/1/2020 20:50:34.884,1,
244,A3PBF1TGMTWG9L,362,23,212,568,514,927,8,T6O3VOQ3SJO5JBIR31B1,1/1/2020 20:50:46.622,1,
245,A3PBF1TGMTWG9L,362,15,206,938,504,1262,8,T6O3VOQ3SJO5JBIR31B1,1/1/2020 20:50:46.622,1,
243,AO2WNSGOXAX52,294,8,114,686,608,1319,17,T89U8WCU3AD9SUTX7EYP,1/1/2020 20:50:44.708,1,
249,A8SNO98K3BCWO,508,8,124,417,490,857,12,5SIZFDW3AM82U9IFGQM2,1/1/2020 20:50:55.998,1,
248,A2XVL0RNQMWI17,403,8,179,336,520,1131,12,1BSY24MX1NIFMBVLQ0HS,1/1/2020 20:50:54.922,1,
252,A2OP2ZANIM5ZV,213,8,24,431,542,1151,11,3J5YNXW29V2U54FYJ3EA,1/1/2020 20:51:07.234,1,
246,A2IRBDN8JC2CTT,167,4,264,916,485,1230,3,R3XS2IAB5CM4ZCQV7E9P,1/1/2020 20:50:49.488,1,
247,A2IRBDN8JC2CTT,167,6,235,519,457,788,12,R3XS2IAB5CM4ZCQV7E9P,1/1/2020 20:50:49.488,1,
251,A1QWBLJIMF1A5V,298,15,137,1150,422,1457,17,IG3PCANMQ558NHJF8KE6,1/1/2020 20:50:57.87,1,
254,A3S104I5V53HB8,262,21,172,378,466,814,18,U9CHOP4MI6S9KJH7ZP90,1/1/2020 20:51:11.183,1,
272,A2B8I4RY96UYKQ,203,23,268,324,517,825,13,EBYMGICOHY34OTM2NN4S,1/1/2020 20:51:21.057,1,
273,A2B8I4RY96UYKQ,203,9,179,1812,473,2002,11,EBYMGICOHY34OTM2NN4S,1/1/2020 20:51:21.057,1,
259,A3ABJN1IL7UCZ8,298,8,171,1166,405,1422,11,05I4CBV41Y8ENK9BNK7C,1/1/2020 20:51:14.988,1,
260,A3ABJN1IL7UCZ8,298,21,235,933,488,1052,7,05I4CBV41Y8ENK9BNK7C,1/1/2020 20:51:14.988,1,
253,A16VODTNYMOTXD,210,9,77,741,542,1156,13,S63IB6F9VPGSBF2Q1QDR,1/1/2020 20:51:08.918,1,
255,A2DWSKGD9RNKMJ,195,21,140,714,486,1085,20,344VHYNLELZ36XV69BQ7,1/1/2020 20:51:11.391,1,
256,A2DWSKGD9RNKMJ,195,15,137,468,498,654,5,344VHYNLELZ36XV69BQ7,1/1/2020 20:51:11.391,1,
257,A2DWSKGD9RNKMJ,195,10,140,1089,484,1355,5,344VHYNLELZ36XV69BQ7,1/1/2020 20:51:11.391,1,
258,A2DWSKGD9RNKMJ,195,22,139,1360,478,1539,11,344VHYNLELZ36XV69BQ7,1/1/2020 20:51:11.391,1,
267,A20OJ1Q95TMP8B,296,7,188,848,497,1135,11,M4YRGW2QUDAE52MSY41N,1/1/2020 20:51:19.112,1,
268,A20OJ1Q95TMP8B,296,22,217,153,487,456,8,M4YRGW2QUDAE52MSY41N,1/1/2020 20:51:19.112,1,
269,A20OJ1Q95TMP8B,296,22,491,811,209,510,5,M4YRGW2QUDAE52MSY41N,1/1/2020 20:51:19.112,1,
270,A20OJ1Q95TMP8B,296,22,196,1221,486,1483,15,M4YRGW2QUDAE52MSY41N,1/1/2020 20:51:19.112,1,
261,A2MJPD3LC12OBW,21,8,135,983,486,366,20,1ORWFUKIMF7Y4509GLM8,1/1/2020 20:51:15.969,1,
262,A2MJPD3LC12OBW,21,6,169,983,501,1478,15,1ORWFUKIMF7Y4509GLM8,1/1/2020 20:51:15.969,1,
263,A2MJPD3LC12OBW,21,6,227,1572,523,1999,22,1ORWFUKIMF7Y4509GLM8,1/1/2020 20:51:15.969,1,
271,A3LXD82BMSRT2F,177,6,301,816,483,991,25,N8LKHU763TA2SGJSWZXH,1/1/2020 20:51:20.28,1,
264,AY5YTPK3ZL4IN,19,8,272,657,436,808,5,61ZV2TKYVIWFQD4FY2TU,1/1/2020 20:51:16.63,1,
265,AY5YTPK3ZL4IN,19,21,255,1213,522,1550,19,61ZV2TKYVIWFQD4FY2TU,1/1/2020 20:51:16.63,1,
266,AKCUBNWHZ22E1,260,16,307,574,458,477,36,5BOJ4LUW59PE1CNZ5R5P,1/1/2020 20:51:17.055,1,
274,A09281221R5UN2B9X8VQQ,210,16,226,1180,479,751,11,JUFLO4FTKX1SA77T7NKP,1/1/2020 20:51:31.98,1,
275,A09281221R5UN2B9X8VQQ,210,5,231,745,463,348,19,JUFLO4FTKX1SA77T7NKP,1/1/2020 20:51:31.98,1,
279,A30HV8W1WT55IO,90,8,195,723,518,945,17,71LZ8ADCHRXQMWK2TG26,1/1/2020 20:51:40.503,1,
280,A30HV8W1WT55IO,90,2,208,947,512,1215,11,71LZ8ADCHRXQMWK2TG26,1/1/2020 20:51:40.503,1,
277,A1ULHXPHPJRQVZ,234,13,138,1689,518,2005,3,2RWMHQJ1Y2ACNL8RYZR4,1/1/2020 20:51:39.959,1,
278,A1ULHXPHPJRQVZ,234,19,147,5,504,1558,14,2RWMHQJ1Y2ACNL8RYZR4,1/1/2020 20:51:39.959,1,
283,A8LBBPY53A3O3,391,15,194,481,491,682,3,OBYO7WEUZUZW3SL17AFV,1/1/2020 20:51:49.511,1,
282,AO2WNSGOXAX52,213,10,60,513,607,1203,15,O1XOPW26JTPEPAY3B062,1/1/2020 20:51:48.429,1,
284,A15V2Z0JVLFIRS,161,6,183,799,533,1412,26,CA9MWJ2EX83XNIUP702J,1/1/2020 20:51:49.949,1,
288,A34HSPNUYSHSR,285,22,241,333,486,493,28,A0YTVFKW67Z5YFQ9FSVJ,1/1/2020 20:51:54.956,1,
290,A2LV5432PV1S39,7,6,205,75,475,590,7,W198DTM7025NVFCKDQ1R,1/1/2020 20:52:03.385,1,
291,A2LV5432PV1S39,7,6,207,1205,525,1760,15,W198DTM7025NVFCKDQ1R,1/1/2020 20:52:03.385,1,
287,A30KYQGABO7JER,22,6,107,367,445,669,14,FDDNIDCTCBQW1UGQ6W2L,1/1/2020 20:51:54.203,1,
292,AP37QQ9AABSY9,207,6,489,784,186,412,16,3559E2KNMHP6M6KT4QEF,1/1/2020 20:52:07.191,1,
242,AJTHGXBMZJ3HE,494,1,251,825,424,1044,10,4QJSX5WKM36QNVGWZ8EH,1/1/2020 20:50:42.081,1,
232,ATUCGR0S3K69G,360,4,208,470,518,1119,16,ZGIOEY9L3TYGZV5SUZ38,1/1/2020 20:50:32,1,
233,ATUCGR0S3K69G,360,17,193,1244,514,1612,13,ZGIOEY9L3TYGZV5SUZ38,1/1/2020 20:50:32,1,
234,ATUCGR0S3K69G,360,15,182,1621,502,2005,15,ZGIOEY9L3TYGZV5SUZ38,1/1/2020 20:50:32,1,
281,A1QWBLJIMF1A5V,390,15,176,472,551,991,12,Y1ZSSQYYI2KUWRI6MMQ0,1/1/2020 20:51:47.386,1,
295,A2OP2ZANIM5ZV,167,2,122,883,496,1236,10,65D2IKOC2YJH1461KT9A,1/1/2020 20:52:12.445,1,
294,A32ZRN4S2IMN0O,137,19,84,466,299,6,39,0OUHDOATQXQDY5K9EALO,1/1/2020 20:52:11.941,1,
276,A3I5RSUIYJLRIU,390,15,270,565,510,1322,7,A5XXWB77MQ5C6TH2EGKH,1/1/2020 20:51:32.64,1,
301,A3S104I5V53HB8,508,6,66,153,494,935,15,Z5AGOP1I1IRY94C9QFLO,1/1/2020 20:52:22.556,1,
298,AQ5H9HKYEGCXA,349,23,532,1930,532,1931,26,VQAZVZXX3MXHSW0FNS02,1/1/2020 20:52:17.853,1,
299,AQ5H9HKYEGCXA,349,14,227,621,497,1368,16,VQAZVZXX3MXHSW0FNS02,1/1/2020 20:52:17.853,1,
300,AQ5H9HKYEGCXA,349,16,249,69,446,438,10,VQAZVZXX3MXHSW0FNS02,1/1/2020 20:52:17.853,1,
306,A2ZZW6KME1FUDU,158,6,178,757,514,1184,21,ILBS1WUEK17UL5ZWTVHX,1/1/2020 20:52:30.924,0,
307,A2ZZW6KME1FUDU,158,20,184,1210,513,1586,12,ILBS1WUEK17UL5ZWTVHX,1/1/2020 20:52:30.924,0,
308,A2ZZW6KME1FUDU,158,6,176,418,504,646,10,ILBS1WUEK17UL5ZWTVHX,1/1/2020 20:52:30.924,0,
309,A2ZZW6KME1FUDU,158,23,179,653,506,755,21,ILBS1WUEK17UL5ZWTVHX,1/1/2020 20:52:30.924,0,
302,A1JEP6K9VPF9K7,234,19,495,1567,293,895,18,YYD9TJ8K8M8TNAV9XUDK,1/1/2020 20:52:23.593,1,
303,A3CA7SCTM4H9IO,183,3,283,922,504,1054,35,R458YH0DXTXHYPX3FHUP,1/1/2020 20:52:24.203,1,
304,A2QVMCGDLTWV9,14,22,497,1231,170,885,8,QO5F5G7ACFM3KZQNH1F5,1/1/2020 20:52:28.232,1,
305,A2SLQ4EZ4D4AHM,304,22,342,607,467,729,10,RIKVJN7IMA1E5HJE2Z8H,1/1/2020 20:52:30.297,1,
311,A34SSYH8B12WDJ,313,6,97,1,544,458,15,EW5LDVTGUBDN9AMEIIHA,1/1/2020 20:52:39.712,1,
312,A34SSYH8B12WDJ,313,19,225,848,516,1268,23,EW5LDVTGUBDN9AMEIIHA,1/1/2020 20:52:39.712,1,
313,A34SSYH8B12WDJ,313,16,176,1283,518,1950,16,EW5LDVTGUBDN9AMEIIHA,1/1/2020 20:52:39.712,1,
316,A8LBBPY53A3O3,236,19,97,586,460,950,2,1CS8U2ANPHHSLIEUFDW5,1/1/2020 20:52:47.274,1,
315,AGXVWHXJZ6O7K,252,6,183,988,459,1524,26,5GNYUOAKSN06NMU5BC4L,1/1/2020 20:52:46.352,1,
296,A2IQFGFVT5125S,123,8,82,420,466,1118,29,PDL81DI1TRM79E23X8Y8,1/1/2020 20:52:13.025,1,
297,A2IQFGFVT5125S,123,7,137,1175,491,1573,30,PDL81DI1TRM79E23X8Y8,1/1/2020 20:52:13.025,1,
314,A39YIWM61A3P4R,184,12,197,618,260,1111,11,FRGCP05ZZIV8KRAG257V,1/1/2020 20:52:41.388,1,
317,A1UD8IFO0J4GW0,22,6,72,46,438,780,14,LQJPHNO0BFGIBZ3TKRXV,1/1/2020 20:52:50.497,1,
318,A2DWSKGD9RNKMJ,472,15,45,483,471,1538,25,FN94AKBKHHVL2J2FFIJ7,1/1/2020 20:52:55.726,1,
310,A3R0QO6884CV1P,419,9,189,746,449,1744,37,W9J8E0ZRPTCVVR5IBPTC,1/1/2020 20:52:33.942,1,
319,A2MD79CF5VP5Y5,263,8,252,1190,429,1556,23,EG33Z0MLZBW2U2IKYADQ,1/1/2020 20:53:02.508,1,
322,A1ZDUYOAXER5TG,223,21,176,463,455,839,19,4CVASF52GJNLN68LN6WS,1/1/2020 20:53:09.865,1,
323,A1ZDUYOAXER5TG,223,2,243,951,469,1442,13,4CVASF52GJNLN68LN6WS,1/1/2020 20:53:09.865,1,
324,A1ZDUYOAXER5TG,223,3,249,862,452,930,14,4CVASF52GJNLN68LN6WS,1/1/2020 20:53:09.865,1,
289,A139DWC3CINYIV,62,23,151,672,494,936,19,EXCF7G257WXDUNMLI8E7,1/1/2020 20:51:59.19,1,
286,A102UBN1SZ3L6R,23,8,178,962,487,1458,20,6HJ0K1DRK1M7ET2MA0HD,1/1/2020 20:51:53.725,1,1
325,AQ5H9HKYEGCXA,256,6,166,70,571,656,13,1QU6IFDQ6K8SK9SZZLKR,1/1/2020 20:53:14.011,1,
326,AFU00NU09CFXE,229,19,545,506,143,1500,15,LLHD1ZBLC4ZM3558MG29,1/1/2020 20:53:20.992,1,
327,A16VODTNYMOTXD,508,8,112,480,450,854,20,FEUJWBIDFRRY2BS72ABZ,1/1/2020 20:53:25.369,1,
328,A3ABJN1IL7UCZ8,141,3,211,476,474,645,14,KPHKVQR0F7DGEVF17FWO,1/1/2020 20:53:28.205,1,
329,A3ABJN1IL7UCZ8,141,7,247,1313,384,1402,8,KPHKVQR0F7DGEVF17FWO,1/1/2020 20:53:28.205,1,
333,A3I5RSUIYJLRIU,508,8,191,354,486,872,15,FH59J2271OT3JSB69VGJ,1/1/2020 20:53:41.109,0,
330,A34HSPNUYSHSR,214,2,227,463,447,644,19,A2RGH2GHTHK62ONMRUMS,1/1/2020 20:53:36.24,1,
331,A34HSPNUYSHSR,214,21,231,1200,459,1540,17,A2RGH2GHTHK62ONMRUMS,1/1/2020 20:53:36.24,1,
332,AF7ZV0U3CGOK0,268,6,224,273,481,371,18,EWJEGIDZRVN7B61YRBXL,1/1/2020 20:53:36.836,1,
334,A3CA7SCTM4H9IO,389,15,281,1348,520,1515,19,GZ2MLE3LU1PL61SYUKHG,1/1/2020 20:53:41.154,1,
336,A2HITRHQ441VHA,272,6,47,904,574,1926,22,7X784YFNCQNZ9K97N24Q,1/1/2020 20:53:51.873,0,
337,A2HITRHQ441VHA,272,10,566,1812,620,1952,8,7X784YFNCQNZ9K97N24Q,1/1/2020 20:53:51.873,0,
338,A1CA6ZXKK09ZRI,63,10,133,353,493,950,18,Z5KBKZW7NMTQ1EUZUXH9,1/1/2020 20:53:55.831,0,
339,A1CA6ZXKK09ZRI,63,20,155,1050,499,1655,22,Z5KBKZW7NMTQ1EUZUXH9,1/1/2020 20:53:55.831,0,
335,A30KYQGABO7JER,60,6,143,459,505,1629,14,LJAUK0IE3B2683XXZKTI,1/1/2020 20:53:45.909,1,
344,A362HZFYKZ02MX,22,6,115,210,500,797,14,G9BK347F2E9KJP5ECF5U,1/1/2020 20:54:02.121,0,
341,A30HV8W1WT55IO,62,23,142,660,455,949,26,2YYW94YKEC0J9OV0Y1MU,1/1/2020 20:53:56.866,1,
342,A30HV8W1WT55IO,62,9,162,978,248,1225,13,2YYW94YKEC0J9OV0Y1MU,1/1/2020 20:53:56.866,1,
343,AGKQYSULBNIUV,94,3,121,1374,508,431,25,DZXJ3NOJOZ4TK7ZFZXWU,1/1/2020 20:54:00.825,1,
345,A15V2Z0JVLFIRS,220,15,239,856,468,943,34,5A6S01IVXVGQXNSAF35A,1/1/2020 20:54:10.552,1,
346,A1DD22MXYY0AWP,35,7,238,744,506,1191,18,TOTHWAQ7OGRGAIFSLGEK,1/1/2020 20:54:16.092,1,
347,A1DD22MXYY0AWP,35,19,247,1301,506,1739,15,TOTHWAQ7OGRGAIFSLGEK,1/1/2020 20:54:16.092,1,
348,A2G44A4ZPWRPXU,88,17,136,424,480,774,7,9GGHHTWHVBP7F5B38J0X,1/1/2020 20:54:16.582,1,
349,A11GOMJ2VPMGOO,167,6,156,190,502,820,21,XVUANC9F124GSDQBS7I2,1/1/2020 20:54:18.085,1,
352,A1MT3B5F27EMUV,7,21,170,612,501,1192,17,W5A09NMML6PJ84TYBIDC,1/1/2020 20:54:21.362,1,
353,A1MT3B5F27EMUV,7,6,223,1193,498,1687,11,W5A09NMML6PJ84TYBIDC,1/1/2020 20:54:21.362,1,
354,A1MT3B5F27EMUV,7,6,77,612,482,320,16,W5A09NMML6PJ84TYBIDC,1/1/2020 20:54:21.362,1,
351,A32ZRN4S2IMN0O,509,8,381,1188,126,665,7,5VIA4682FBFFRBOBMX4L,1/1/2020 20:54:19.484,1,
350,A2ZZW6KME1FUDU,402,8,202,265,499,1752,19,1VHI0GWC452NJDGAH89G,1/1/2020 20:54:18.601,1,
340,A8LBBPY53A3O3,313,6,215,657,412,1281,28,MDXC8KXXQXPM2XXYM2NS,1/1/2020 20:53:55.98,1,
355,A1CA6ZXKK09ZRI,256,6,183,352,549,676,18,OZ92HZ4YD2OESIJTF9RY,1/1/2020 20:54:30.534,1,
357,A18E8UUQFS86S4,495,6,429,957,103,1764,20,5FO741RD4MY5CX3Y8G41,1/1/2020 20:54:42.218,1,
356,A3CA7SCTM4H9IO,399,8,228,952,280,1332,20,7D8VH7E07VAY9PZCKOOQ,1/1/2020 20:54:41.663,1,
321,A2KAGFQU28JY43,50,6,537,962,193,394,28,CVO5BY9EE1877FQKE2WU,1/1/2020 20:53:08.946,1,
358,A3AJE1ORZMFDON,43,3,263,434,539,920,11,OVHC4WG84R0S8VH4Z4U7,1/1/2020 20:54:50.221,1,
359,A2SLQ4EZ4D4AHM,400,6,239,766,477,1221,13,AVDCCSAZI9JMOM0DVPGS,1/1/2020 20:54:50.888,1,
360,A2SLQ4EZ4D4AHM,400,21,203,601,485,299,1,AVDCCSAZI9JMOM0DVPGS,1/1/2020 20:54:50.888,1,
361,A2SLQ4EZ4D4AHM,400,8,212,1225,501,1707,14,AVDCCSAZI9JMOM0DVPGS,1/1/2020 20:54:50.888,1,
364,A5WAWW70PYRP,290,22,127,669,557,1640,13,596NVYZ47KZOAWESO3J7,1/1/2020 20:55:08.295,0,
365,A84KYYIRZ3K00,509,8,73,538,323,1270,7,6KTQ65JAFGEDCZ2CIUZF,1/1/2020 20:55:14.727,1,
366,A1ULHXPHPJRQVZ,24,6,243,586,504,831,8,QCE0KX58SH5DDTSX6PRU,1/1/2020 20:55:21.078,1,
367,A1ULHXPHPJRQVZ,24,6,228,856,501,1079,10,QCE0KX58SH5DDTSX6PRU,1/1/2020 20:55:21.078,1,
368,A1ULHXPHPJRQVZ,24,6,257,1621,511,1133,10,QCE0KX58SH5DDTSX6PRU,1/1/2020 20:55:21.078,1,
369,A1ULHXPHPJRQVZ,24,6,281,1778,508,2005,16,QCE0KX58SH5DDTSX6PRU,1/1/2020 20:55:21.078,1,
370,AGXVWHXJZ6O7K,94,3,525,260,526,260,36,OO2VJ3F7AQHFXZ9Q7ZC4,1/1/2020 20:55:25.502,1,
378,A371TFBL370YUF,188,21,195,892,505,1553,26,KXWDI2M43RORNZ05AO11,1/1/2020 20:55:36.038,0,
372,A213MWROVZM4HA,214,2,218,460,445,662,17,6XU4MPO7WFQLTM1ZS4QX,1/1/2020 20:55:31.037,1,
373,A213MWROVZM4HA,214,8,210,934,463,1126,11,6XU4MPO7WFQLTM1ZS4QX,1/1/2020 20:55:31.037,1,
374,A213MWROVZM4HA,214,21,233,1216,467,1457,6,6XU4MPO7WFQLTM1ZS4QX,1/1/2020 20:55:31.037,1,
375,A213MWROVZM4HA,214,3,217,680,455,881,9,6XU4MPO7WFQLTM1ZS4QX,1/1/2020 20:55:31.037,1,
371,A38DC3BG1ZCVZ2,472,15,201,420,459,1520,7,IG9VAOYWTK759V4J5HNS,1/1/2020 20:55:29.004,1,
379,AF7ZV0U3CGOK0,205,22,123,610,491,1133,33,Z3Q8KS3T961BCHSARJ2A,1/1/2020 20:55:37.331,1,
380,AF7ZV0U3CGOK0,205,23,117,1539,488,1130,17,Z3Q8KS3T961BCHSARJ2A,1/1/2020 20:55:37.331,1,
382,AX1TWZNM2XLYO,246,7,234,726,468,936,23,BXZF88KE9IQY08LSYOUY,1/1/2020 20:55:38.162,1,
383,AX1TWZNM2XLYO,246,20,232,484,465,690,10,BXZF88KE9IQY08LSYOUY,1/1/2020 20:55:38.162,1,
376,A2HR83N3M6LOWX,85,3,226,393,416,608,28,OLPCOJSMC1DC4WI8EAYN,1/1/2020 20:55:33.629,1,
377,A2HR83N3M6LOWX,85,8,194,1305,411,1587,10,OLPCOJSMC1DC4WI8EAYN,1/1/2020 20:55:33.629,1,
385,A24LB89P1BPKKF,260,8,226,141,486,585,5,JGZV3YN7SUNUXW64KAE6,1/1/2020 20:55:39.159,1,
384,A8SNO98K3BCWO,12,8,135,418,496,850,15,CGVP2LSKR712FRFQ4304,1/1/2020 20:55:38.376,1,
386,A18E8UUQFS86S4,417,3,190,436,483,1061,11,QHE3DUU7OWCEMYFM7I2J,1/1/2020 20:55:50.831,1,
381,A2IQFGFVT5125S,10,13,87,429,468,1026,32,9OASGXFCZ0IRRZDCXJXN,1/1/2020 20:55:37.959,1,
387,AGKQYSULBNIUV,43,11,141,432,567,961,19,8TX8IUEMESYR7JRSS3FU,1/1/2020 20:55:59.503,1,
388,AGKQYSULBNIUV,43,7,142,973,566,1573,13,8TX8IUEMESYR7JRSS3FU,1/1/2020 20:55:59.503,1,
389,A1ZDUYOAXER5TG,94,3,100,419,478,1360,13,68RISLSSJR5KN1FJJXKD,1/1/2020 20:56:01.774,1,
390,A5WAWW70PYRP,470,15,20,292,575,1355,2,FS44NRJVH3N4GCHXG0CO,1/1/2020 20:56:05.004,1,
398,A2ROVZCNSC9710,122,7,99,778,534,1215,25,X75UCQOD153HATB6MF3A,1/1/2020 20:56:23.221,1,
393,AFS1T34U5DMYF,410,13,222,1039,451,1340,14,6Y75W8R989UPHA5D7ALK,1/1/2020 20:56:14.491,1,
394,AFS1T34U5DMYF,410,23,240,669,457,940,15,6Y75W8R989UPHA5D7ALK,1/1/2020 20:56:14.491,1,
395,A1PVP1QAW385T6,4,6,134,1599,484,1756,15,GF9WP06LKLV6YAF6WW5C,1/1/2020 20:56:14.658,1,
392,A30KYQGABO7JER,492,1,227,368,429,1639,11,M1UJ4GMN8G86I17386DZ,1/1/2020 20:56:14.349,1,
391,A139DWC3CINYIV,239,19,401,1397,401,1397,11,O4RDAGH8SC8QUK9IZP7I,1/1/2020 20:56:09.088,1,
396,AWFMRXKNIXWTI,84,6,52,1119,451,1734,14,K6QG6TNRRTR9UJYI7GEI,1/1/2020 20:56:16.446,1,
399,A1JEP6K9VPF9K7,290,22,215,970,445,1546,20,R99IWHPHOFH7A9NCAP8F,1/1/2020 20:56:24.687,1,
400,A36OKC4VMBL6TJ,260,6,264,1652,460,1725,21,FRYTMRPJ5KLHPH7HNZHG,1/1/2020 20:56:25.753,1,
397,A3UXXT6KP7MIRG,184,3,182,556,505,1590,30,YK1K1ZBVM7XJEOLKR5W0,1/1/2020 20:56:18.162,1,
402,A2SLQ4EZ4D4AHM,498,17,202,582,434,952,17,E65FM21VLL7ZJ7FBH4M9,1/1/2020 20:56:30.823,1,
401,A2G44A4ZPWRPXU,229,19,79,401,447,1346,9,8V2W5P81XHIC2QB3IHH2,1/1/2020 20:56:28.895,1,
403,A1Q8PPQQCWGY0D,122,16,99,774,544,1218,7,WIIROAHBEVWTR5TGOGUA,1/1/2020 20:56:38.149,1,
412,A5WAWW70PYRP,4,13,76,1325,492,1714,9,5VXNPNSLCZ5LM3NRONN7,1/1/2020 20:56:55.396,0,
404,A3R0QO6884CV1P,6,6,161,996,495,1601,17,9N4DLO2KWW48BOO2WQF5,1/1/2020 20:56:42.917,1,
409,A1BAT5O7WVAFPW,23,19,196,359,480,795,17,UINHTT78A7MG60608KEO,1/1/2020 20:56:48.292,1,
