id,user_id,image_id,label_id,top,left,bottom,right,time_effort,token,creation_date,is_validated,is_correct,est_lat,est_lng
228,A34SSYH8B12WDJ,14,17,177,1281,496,1632,16,GKR8DPD7GG8F9I57S3V0,1/1/2020 20:50:30.036,1,,40.78541742929169,-73.97646172097214
229,A34SSYH8B12WDJ,14,14,180,571,488,1228,10,GKR8DPD7GG8F9I57S3V0,1/1/2020 20:50:30.036,1,,40.785493765466924,-73.97640602206681
230,A2HWF3DPE0MDCN,271,19,130,330,535,1128,16,683V8CJW1013HERYIDGP,1/1/2020 20:50:31.111,1,,40.78548914463089,-73.97310785569765
231,A2HWF3DPE0MDCN,271,19,140,1132,505,1514,10,683V8CJW1013HERYIDGP,1/1/2020 20:50:31.111,1,,40.78556799724439,-73.97304869359432
241,A2A8BHK6O9QP95,163,6,191,1862,533,1478,7,WMTSOA5WA3V1DLCONNOD,1/1/2020 20:50:36.005,1,,40.79828476171405,-73.96879635043615
240,A11GOMJ2VPMGOO,255,6,159,138,563,647,29,5RY77VEUTON2R8CD7P15,1/1/2020 20:50:34.884,1,,40.78778053604544,-73.97144138999143
243,AO2WNSGOXAX52,294,8,114,686,608,1319,17,T89U8WCU3AD9SUTX7EYP,1/1/2020 20:50:44.708,1,,40.782787550666285,-73.97507959639513
252,A2OP2ZANIM5ZV,213,8,24,431,542,1151,11,3J5YNXW29V2U54FYJ3EA,1/1/2020 20:51:07.234,1,,40.799995525422645,-73.96784615078526
246,A2IRBDN8JC2CTT,167,4,264,916,485,1230,3,R3XS2IAB5CM4ZCQV7E9P,1/1/2020 20:50:49.488,1,,40.79873369546734,-73.96850023390765
247,A2IRBDN8JC2CTT,167,6,235,519,457,788,12,R3XS2IAB5CM4ZCQV7E9P,1/1/2020 20:50:49.488,1,,40.798793389209024,-73.96845695460831
251,A1QWBLJIMF1A5V,298,15,137,1150,422,1457,17,IG3PCANMQ558NHJF8KE6,1/1/2020 20:50:57.87,1,,40.78246011398024,-73.97532180284398
254,A3S104I5V53HB8,262,21,172,378,466,814,18,U9CHOP4MI6S9KJH7ZP90,1/1/2020 20:51:11.183,1,,40.786951542495395,-73.97204228663806
272,A2B8I4RY96UYKQ,203,23,268,324,517,825,13,EBYMGICOHY34OTM2NN4S,1/1/2020 20:51:21.057,1,,40.7978701556345,-73.97016308290603
273,A2B8I4RY96UYKQ,203,9,179,1812,473,2002,11,EBYMGICOHY34OTM2NN4S,1/1/2020 20:51:21.057,1,,40.79803283904317,-73.9696276162466
259,A3ABJN1IL7UCZ8,298,8,171,1166,405,1422,11,05I4CBV41Y8ENK9BNK7C,1/1/2020 20:51:14.988,1,,40.78245918876273,-73.97532247524487
260,A3ABJN1IL7UCZ8,298,21,235,933,488,1052,7,05I4CBV41Y8ENK9BNK7C,1/1/2020 20:51:14.988,1,,40.782432212830464,-73.97534207997587
253,A16VODTNYMOTXD,210,9,77,741,542,1156,13,S63IB6F9VPGSBF2Q1QDR,1/1/2020 20:51:08.918,1,,40.79975243504111,-73.9679021597202
255,A2DWSKGD9RNKMJ,195,21,140,714,486,1085,20,344VHYNLELZ36XV69BQ7,1/1/2020 20:51:11.391,1,,40.798293073447816,-73.96944562856568
256,A2DWSKGD9RNKMJ,195,15,137,468,498,654,5,344VHYNLELZ36XV69BQ7,1/1/2020 20:51:11.391,1,,40.79826172970259,-73.96952745381417
257,A2DWSKGD9RNKMJ,195,10,140,1089,484,1355,5,344VHYNLELZ36XV69BQ7,1/1/2020 20:51:11.391,1,,40.798324466398384,-73.96942297078559
258,A2DWSKGD9RNKMJ,195,22,139,1360,478,1539,11,344VHYNLELZ36XV69BQ7,1/1/2020 20:51:11.391,1,,40.79834996298365,-73.96940456869176
267,A20OJ1Q95TMP8B,296,7,188,848,497,1135,11,M4YRGW2QUDAE52MSY41N,1/1/2020 20:51:19.112,1,,40.78253814230323,-73.97526509584054
268,A20OJ1Q95TMP8B,296,22,217,153,487,456,8,M4YRGW2QUDAE52MSY41N,1/1/2020 20:51:19.112,1,,40.78244679560018,-73.975331481963
269,A20OJ1Q95TMP8B,296,22,491,811,209,510,5,M4YRGW2QUDAE52MSY41N,1/1/2020 20:51:19.112,1,,40.78250095825941,-73.97529211930612
270,A20OJ1Q95TMP8B,296,22,196,1221,486,1483,15,M4YRGW2QUDAE52MSY41N,1/1/2020 20:51:19.112,1,,40.782578125136396,-73.97523603835766
261,A2MJPD3LC12OBW,21,8,135,983,486,366,20,1ORWFUKIMF7Y4509GLM8,1/1/2020 20:51:15.969,1,,40.786088292582264,-73.97597402543967
262,A2MJPD3LC12OBW,21,6,169,983,501,1478,15,1ORWFUKIMF7Y4509GLM8,1/1/2020 20:51:15.969,1,,40.786017815465925,-73.9760256868872
263,A2MJPD3LC12OBW,21,6,227,1572,523,1999,22,1ORWFUKIMF7Y4509GLM8,1/1/2020 20:51:15.969,1,,40.78592365838425,-73.97609473702974
271,A3LXD82BMSRT2F,177,6,301,816,483,991,25,N8LKHU763TA2SGJSWZXH,1/1/2020 20:51:20.28,1,,40.799367167041815,-73.96870420804451
264,AY5YTPK3ZL4IN,19,8,272,657,436,808,5,61ZV2TKYVIWFQD4FY2TU,1/1/2020 20:51:16.63,1,,40.78575933961917,-73.9762151149128
265,AY5YTPK3ZL4IN,19,21,255,1213,522,1550,19,61ZV2TKYVIWFQD4FY2TU,1/1/2020 20:51:16.63,1,,40.78553392368057,-73.97618752397618
266,AKCUBNWHZ22E1,260,16,307,574,458,477,36,5BOJ4LUW59PE1CNZ5R5P,1/1/2020 20:51:17.055,1,,40.787167779887426,-73.97191621443464
274,A09281221R5UN2B9X8VQQ,210,16,226,1180,479,751,11,JUFLO4FTKX1SA77T7NKP,1/1/2020 20:51:31.98,1,,40.799746376300135,-73.96788774444188
275,A09281221R5UN2B9X8VQQ,210,5,231,745,463,348,19,JUFLO4FTKX1SA77T7NKP,1/1/2020 20:51:31.98,1,,40.79982466888072,-73.96790160569242
279,A30HV8W1WT55IO,90,8,195,723,518,945,17,71LZ8ADCHRXQMWK2TG26,1/1/2020 20:51:40.503,1,,40.79358075779071,-73.9722596717767
280,A30HV8W1WT55IO,90,2,208,947,512,1215,11,71LZ8ADCHRXQMWK2TG26,1/1/2020 20:51:40.503,1,,40.793544762460805,-73.97228577959274
277,A1ULHXPHPJRQVZ,234,13,138,1689,518,2005,3,2RWMHQJ1Y2ACNL8RYZR4,1/1/2020 20:51:39.959,1,,40.80670308975616,-73.9651648397196
282,AO2WNSGOXAX52,213,10,60,513,607,1203,15,O1XOPW26JTPEPAY3B062,1/1/2020 20:51:48.429,1,,40.799985184665836,-73.9678495086694
284,A15V2Z0JVLFIRS,161,6,183,799,533,1412,26,CA9MWJ2EX83XNIUP702J,1/1/2020 20:51:49.949,1,,40.798273681000275,-73.96883721646103
288,A34HSPNUYSHSR,285,22,241,333,486,493,28,A0YTVFKW67Z5YFQ9FSVJ,1/1/2020 20:51:54.956,1,,40.78389775286795,-73.97427442112563
290,A2LV5432PV1S39,7,6,205,75,475,590,7,W198DTM7025NVFCKDQ1R,1/1/2020 20:52:03.385,1,,40.78408705690059,-73.97741957085593
291,A2LV5432PV1S39,7,6,207,1205,525,1760,15,W198DTM7025NVFCKDQ1R,1/1/2020 20:52:03.385,1,,40.78391674342811,-73.97755746796706
287,A30KYQGABO7JER,22,6,107,367,445,669,14,FDDNIDCTCBQW1UGQ6W2L,1/1/2020 20:51:54.203,1,,40.78666700246694,-73.97555285378965
292,AP37QQ9AABSY9,207,6,489,784,186,412,16,3559E2KNMHP6M6KT4QEF,1/1/2020 20:52:07.191,1,,40.79743113839227,-73.97006448149706
295,A2OP2ZANIM5ZV,167,2,122,883,496,1236,10,65D2IKOC2YJH1461KT9A,1/1/2020 20:52:12.445,1,,40.79873554037981,-73.96849889656679
294,A32ZRN4S2IMN0O,137,19,84,466,299,6,39,0OUHDOATQXQDY5K9EALO,1/1/2020 20:52:11.941,1,,40.7960335234896,-73.97046888052704
306,A2ZZW6KME1FUDU,158,6,178,757,514,1184,21,ILBS1WUEK17UL5ZWTVHX,1/1/2020 20:52:30.924,0,,40.79820690817256,-73.9688854497408
307,A2ZZW6KME1FUDU,158,20,184,1210,513,1586,12,ILBS1WUEK17UL5ZWTVHX,1/1/2020 20:52:30.924,0,,40.798146288632,-73.96892923820026
308,A2ZZW6KME1FUDU,158,6,176,418,504,646,10,ILBS1WUEK17UL5ZWTVHX,1/1/2020 20:52:30.924,0,,40.7982711197145,-73.96883906660304
309,A2ZZW6KME1FUDU,158,23,179,653,506,755,21,ILBS1WUEK17UL5ZWTVHX,1/1/2020 20:52:30.924,0,,40.79824391014377,-73.96885872140697
303,A3CA7SCTM4H9IO,183,3,283,922,504,1054,35,R458YH0DXTXHYPX3FHUP,1/1/2020 20:52:24.203,1,,40.79894170451079,-73.96897389264947
304,A2QVMCGDLTWV9,14,22,497,1231,170,885,8,QO5F5G7ACFM3KZQNH1F5,1/1/2020 20:52:28.232,1,,40.785472390336295,-73.9764216184911
305,A2SLQ4EZ4D4AHM,304,22,342,607,467,729,10,RIKVJN7IMA1E5HJE2Z8H,1/1/2020 20:52:30.297,1,,40.78187186249492,-73.97574701316972
311,A34SSYH8B12WDJ,313,6,97,1,544,458,15,EW5LDVTGUBDN9AMEIIHA,1/1/2020 20:52:39.712,1,,40.78095764752349,-73.9764123547306
312,A34SSYH8B12WDJ,313,19,225,848,516,1268,23,EW5LDVTGUBDN9AMEIIHA,1/1/2020 20:52:39.712,1,,40.781062578645354,-73.97633978508615
313,A34SSYH8B12WDJ,313,16,176,1283,518,1950,16,EW5LDVTGUBDN9AMEIIHA,1/1/2020 20:52:39.712,1,,40.78112688535957,-73.97629297609876
316,A8LBBPY53A3O3,236,19,97,586,460,950,2,1CS8U2ANPHHSLIEUFDW5,1/1/2020 20:52:47.274,1,,40.80649388308001,-73.96531862408926
315,AGXVWHXJZ6O7K,252,6,183,988,459,1524,26,5GNYUOAKSN06NMU5BC4L,1/1/2020 20:52:46.352,1,,40.80455879264316,-73.96673124154019
296,A2IQFGFVT5125S,123,8,82,420,466,1118,29,PDL81DI1TRM79E23X8Y8,1/1/2020 20:52:13.025,1,,40.79493538342095,-73.9708310644227
297,A2IQFGFVT5125S,123,7,137,1175,491,1573,30,PDL81DI1TRM79E23X8Y8,1/1/2020 20:52:13.025,1,,40.7947190314682,-73.97102801123461
314,A39YIWM61A3P4R,184,12,197,618,260,1111,11,FRGCP05ZZIV8KRAG257V,1/1/2020 20:52:41.388,1,,40.79879650391142,-73.96907956095447
317,A1UD8IFO0J4GW0,22,6,72,46,438,780,14,LQJPHNO0BFGIBZ3TKRXV,1/1/2020 20:52:50.497,1,,40.78668531250313,-73.97553949084902
319,A2MD79CF5VP5Y5,263,8,252,1190,429,1556,23,EG33Z0MLZBW2U2IKYADQ,1/1/2020 20:53:02.508,1,,40.78686340806772,-73.97210659192251
323,A1ZDUYOAXER5TG,223,2,243,951,469,1442,13,4CVASF52GJNLN68LN6WS,1/1/2020 20:53:09.865,1,,40.80105683908099,-73.96762526015317
289,A139DWC3CINYIV,62,23,151,672,494,936,19,EXCF7G257WXDUNMLI8E7,1/1/2020 20:51:59.19,1,,40.79179211668047,-73.97356778136762
286,A102UBN1SZ3L6R,23,8,178,962,487,1458,20,6HJ0K1DRK1M7ET2MA0HD,1/1/2020 20:51:53.725,1,1,40.78663522971189,-73.97557604198046
325,AQ5H9HKYEGCXA,256,6,166,70,571,656,13,1QU6IFDQ6K8SK9SZZLKR,1/1/2020 20:53:14.011,1,,40.78776030842367,-73.97145603562215
326,AFU00NU09CFXE,229,19,545,506,143,1500,15,LLHD1ZBLC4ZM3558MG29,1/1/2020 20:53:20.992,1,,40.807179305769225,-73.96481782236137
328,A3ABJN1IL7UCZ8,141,3,211,476,474,645,14,KPHKVQR0F7DGEVF17FWO,1/1/2020 20:53:28.205,1,,40.79653049945944,-73.97000881037538
330,A34HSPNUYSHSR,214,2,227,463,447,644,19,A2RGH2GHTHK62ONMRUMS,1/1/2020 20:53:36.24,1,,40.80022585438365,-73.96777150756631
331,A34HSPNUYSHSR,214,21,231,1200,459,1540,17,A2RGH2GHTHK62ONMRUMS,1/1/2020 20:53:36.24,1,,40.80009537970253,-73.96781380557081
332,AF7ZV0U3CGOK0,268,6,224,273,481,371,18,EWJEGIDZRVN7B61YRBXL,1/1/2020 20:53:36.836,1,,40.78572998579542,-73.9729315983937
336,A2HITRHQ441VHA,272,6,47,904,574,1926,22,7X784YFNCQNZ9K97N24Q,1/1/2020 20:53:51.873,0,,40.78542479825931,-73.97315495840533
337,A2HITRHQ441VHA,272,10,566,1812,620,1952,8,7X784YFNCQNZ9K97N24Q,1/1/2020 20:53:51.873,0,,40.78548593137805,-73.97311020785683
338,A1CA6ZXKK09ZRI,63,10,133,353,493,950,18,Z5KBKZW7NMTQ1EUZUXH9,1/1/2020 20:53:55.831,0,,40.7918902105485,-73.9734972224995
339,A1CA6ZXKK09ZRI,63,20,155,1050,499,1655,22,Z5KBKZW7NMTQ1EUZUXH9,1/1/2020 20:53:55.831,0,,40.791792815748714,-73.97356727846649
335,A30KYQGABO7JER,60,6,143,459,505,1629,14,LJAUK0IE3B2683XXZKTI,1/1/2020 20:53:45.909,1,,40.791521561421945,-73.97376072371237
344,A362HZFYKZ02MX,22,6,115,210,500,797,14,G9BK347F2E9KJP5ECF5U,1/1/2020 20:54:02.121,0,,40.78666938213965,-73.975551117072
341,A30HV8W1WT55IO,62,23,142,660,455,949,26,2YYW94YKEC0J9OV0Y1MU,1/1/2020 20:53:56.866,1,,40.79179204672666,-73.97356783169153
342,A30HV8W1WT55IO,62,9,162,978,248,1225,13,2YYW94YKEC0J9OV0Y1MU,1/1/2020 20:53:56.866,1,,40.79168278185537,-73.97346031246984
343,AGKQYSULBNIUV,94,3,121,1374,508,431,25,DZXJ3NOJOZ4TK7ZFZXWU,1/1/2020 20:54:00.825,1,,40.79338265788834,-73.97240212528322
345,A15V2Z0JVLFIRS,220,15,239,856,468,943,34,5A6S01IVXVGQXNSAF35A,1/1/2020 20:54:10.552,1,,40.80066369216809,-73.96769160356224
347,A1DD22MXYY0AWP,35,19,247,1301,506,1739,15,TOTHWAQ7OGRGAIFSLGEK,1/1/2020 20:54:16.092,1,,40.78743650362002,-73.9749905832667
348,A2G44A4ZPWRPXU,88,17,136,424,480,774,7,9GGHHTWHVBP7F5B38J0X,1/1/2020 20:54:16.582,1,,40.793384945728775,-73.97240048905051
349,A11GOMJ2VPMGOO,167,6,156,190,502,820,21,XVUANC9F124GSDQBS7I2,1/1/2020 20:54:18.085,1,,40.798818590756,-73.96843867724874
352,A1MT3B5F27EMUV,7,21,170,612,501,1192,17,W5A09NMML6PJ84TYBIDC,1/1/2020 20:54:21.362,1,,40.783994553668926,-73.97750044121786
353,A1MT3B5F27EMUV,7,6,223,1193,498,1687,11,W5A09NMML6PJ84TYBIDC,1/1/2020 20:54:21.362,1,,40.78392337448423,-73.97755260225034
354,A1MT3B5F27EMUV,7,6,77,612,482,320,16,W5A09NMML6PJ84TYBIDC,1/1/2020 20:54:21.362,1,,40.78405815091509,-73.97745389875458
340,A8LBBPY53A3O3,313,6,215,657,412,1281,28,MDXC8KXXQXPM2XXYM2NS,1/1/2020 20:53:55.98,1,,40.781053772218264,-73.97634619530226
355,A1CA6ZXKK09ZRI,256,6,183,352,549,676,18,OZ92HZ4YD2OESIJTF9RY,1/1/2020 20:54:30.534,1,,40.78778332920688,-73.97143936762757
321,A2KAGFQU28JY43,50,6,537,962,193,394,28,CVO5BY9EE1877FQKE2WU,1/1/2020 20:53:08.946,1,,40.79111958539907,-73.97405529419899
358,A3AJE1ORZMFDON,43,3,263,434,539,920,11,OVHC4WG84R0S8VH4Z4U7,1/1/2020 20:54:50.221,1,,40.78821005100551,-73.97442220014666
364,A5WAWW70PYRP,290,22,127,669,557,1640,13,596NVYZ47KZOAWESO3J7,1/1/2020 20:55:08.295,0,,40.783407223724765,-73.97465338720295
366,A1ULHXPHPJRQVZ,24,6,243,586,504,831,8,QCE0KX58SH5DDTSX6PRU,1/1/2020 20:55:21.078,1,,40.78682424602731,-73.97543779467703
367,A1ULHXPHPJRQVZ,24,6,228,856,501,1079,10,QCE0KX58SH5DDTSX6PRU,1/1/2020 20:55:21.078,1,,40.78678458088465,-73.97546683150651
368,A1ULHXPHPJRQVZ,24,6,257,1621,511,1133,10,QCE0KX58SH5DDTSX6PRU,1/1/2020 20:55:21.078,1,,40.78672196992024,-73.97551266146054
370,AGXVWHXJZ6O7K,94,3,525,260,526,260,36,OO2VJ3F7AQHFXZ9Q7ZC4,1/1/2020 20:55:25.502,1,,40.793491953886885,-73.97232395825536
378,A371TFBL370YUF,188,21,195,892,505,1553,26,KXWDI2M43RORNZ05AO11,1/1/2020 20:55:36.038,0,,40.798654419355515,-73.9691829659389
372,A213MWROVZM4HA,214,2,218,460,445,662,17,6XU4MPO7WFQLTM1ZS4QX,1/1/2020 20:55:31.037,1,,40.80022438472373,-73.96777198435849
373,A213MWROVZM4HA,214,8,210,934,463,1126,11,6XU4MPO7WFQLTM1ZS4QX,1/1/2020 20:55:31.037,1,,40.80014769769131,-73.96779686343244
374,A213MWROVZM4HA,214,21,233,1216,467,1457,6,6XU4MPO7WFQLTM1ZS4QX,1/1/2020 20:55:31.037,1,,40.80010088618166,-73.9678120247779
375,A213MWROVZM4HA,214,3,217,680,455,881,9,6XU4MPO7WFQLTM1ZS4QX,1/1/2020 20:55:31.037,1,,40.8001858335383,-73.96778449126823
379,AF7ZV0U3CGOK0,205,22,123,610,491,1133,33,Z3Q8KS3T961BCHSARJ2A,1/1/2020 20:55:37.331,1,,40.79790259934015,-73.97013968411225
382,AX1TWZNM2XLYO,246,7,234,726,468,936,23,BXZF88KE9IQY08LSYOUY,1/1/2020 20:55:38.162,1,,40.805320266967,-73.9661765781893
383,AX1TWZNM2XLYO,246,20,232,484,465,690,10,BXZF88KE9IQY08LSYOUY,1/1/2020 20:55:38.162,1,,40.80528954184505,-73.96619878235018
376,A2HR83N3M6LOWX,85,3,226,393,416,608,28,OLPCOJSMC1DC4WI8EAYN,1/1/2020 20:55:33.629,1,,40.79336226985599,-73.97241670652969
377,A2HR83N3M6LOWX,85,8,194,1305,411,1587,10,OLPCOJSMC1DC4WI8EAYN,1/1/2020 20:55:33.629,1,,40.79310869571632,-73.97260281756259
385,A24LB89P1BPKKF,260,8,226,141,486,585,5,JGZV3YN7SUNUXW64KAE6,1/1/2020 20:55:39.159,1,,40.78714392728608,-73.97190206546543
384,A8SNO98K3BCWO,12,8,135,418,496,850,15,CGVP2LSKR712FRFQ4304,1/1/2020 20:55:38.376,1,,40.78514606486374,-73.97666598609361
381,A2IQFGFVT5125S,10,13,87,429,468,1026,32,9OASGXFCZ0IRRZDCXJXN,1/1/2020 20:55:37.959,1,,40.784770339488794,-73.97693674249085
387,AGKQYSULBNIUV,43,11,141,432,567,961,19,8TX8IUEMESYR7JRSS3FU,1/1/2020 20:55:59.503,1,,40.78820785251914,-73.97442380491263
388,AGKQYSULBNIUV,43,7,142,973,566,1573,13,8TX8IUEMESYR7JRSS3FU,1/1/2020 20:55:59.503,1,,40.78814715000762,-73.97446811418232
389,A1ZDUYOAXER5TG,94,3,100,419,478,1360,13,68RISLSSJR5KN1FJJXKD,1/1/2020 20:56:01.774,1,,40.79338446442663,-73.97240083327134
398,A2ROVZCNSC9710,122,7,99,778,534,1215,25,X75UCQOD153HATB6MF3A,1/1/2020 20:56:23.221,1,,40.79482038155872,-73.97091191530322
395,A1PVP1QAW385T6,4,6,134,1599,484,1756,15,GF9WP06LKLV6YAF6WW5C,1/1/2020 20:56:14.658,1,,40.78366813271919,-73.97773477399167
391,A139DWC3CINYIV,239,19,401,1397,401,1397,11,O4RDAGH8SC8QUK9IZP7I,1/1/2020 20:56:09.088,1,,40.806382739263846,-73.96579183693261
396,AWFMRXKNIXWTI,84,6,52,1119,451,1734,14,K6QG6TNRRTR9UJYI7GEI,1/1/2020 20:56:16.446,1,,40.79288961277417,-73.97276411714526
399,A1JEP6K9VPF9K7,290,22,215,970,445,1546,20,R99IWHPHOFH7A9NCAP8F,1/1/2020 20:56:24.687,1,,40.783404999682254,-73.97463334314295
400,A36OKC4VMBL6TJ,260,6,264,1652,460,1725,21,FRYTMRPJ5KLHPH7HNZHG,1/1/2020 20:56:25.753,1,,40.787305364858604,-73.97178533596954
397,A3UXXT6KP7MIRG,184,3,182,556,505,1590,30,YK1K1ZBVM7XJEOLKR5W0,1/1/2020 20:56:18.162,1,,40.79881871251327,-73.96906339818355
401,A2G44A4ZPWRPXU,229,19,79,401,447,1346,9,8V2W5P81XHIC2QB3IHH2,1/1/2020 20:56:28.895,1,,40.80716189639588,-73.96483086340969
403,A1Q8PPQQCWGY0D,122,16,99,774,544,1218,7,WIIROAHBEVWTR5TGOGUA,1/1/2020 20:56:38.149,1,,40.79482058003352,-73.97091177576755
412,A5WAWW70PYRP,4,13,76,1325,492,1714,9,5VXNPNSLCZ5LM3NRONN7,1/1/2020 20:56:55.396,0,,40.78367113118339,-73.97769036334054
404,A3R0QO6884CV1P,6,6,161,996,495,1601,17,9N4DLO2KWW48BOO2WQF5,1/1/2020 20:56:42.917,1,,40.78385691537708,-73.97760118123433
409,A1BAT5O7WVAFPW,23,19,196,359,480,795,17,UINHTT78A7MG60608KEO,1/1/2020 20:56:48.292,1,,40.78673361576861,-73.97550413791974
405,A2KAGFQU28JY43,195,20,146,1352,477,1614,21,E98D15UVP3FU38ORL1N8,1/1/2020 20:56:46.444,1,,40.79835422413291,-73.96940149321841
406,A2KAGFQU28JY43,195,10,147,1072,485,1359,17,E98D15UVP3FU38ORL1N8,1/1/2020 20:56:46.444,1,,40.79832380041805,-73.96942345145516
407,A2KAGFQU28JY43,195,21,141,711,491,1085,17,E98D15UVP3FU38ORL1N8,1/1/2020 20:56:46.444,1,,40.798292929622775,-73.96944573237103
408,A2KAGFQU28JY43,195,15,141,445,496,657,12,E98D15UVP3FU38ORL1N8,1/1/2020 20:56:46.444,1,,40.79825985061405,-73.96952294774115
411,A9LXSGXZM4IJE,232,19,90,426,407,1574,17,N8A1CK76OJHSITFBSEJ1,1/1/2020 20:56:54.91,1,,40.80690041194032,-73.96503472201246
413,A218BGZJ249RHB,88,3,159,194,474,685,22,FF8B2P7G2ZLMT65GMAPT,1/1/2020 20:56:56.702,1,,40.79341767034281,-73.97237708484678
414,A218BGZJ249RHB,88,8,189,1592,491,1885,1,FF8B2P7G2ZLMT65GMAPT,1/1/2020 20:56:56.702,1,,40.79316779787808,-73.97256032514628
415,A31Y7PAMZO5GVZ,196,6,385,998,280,799,18,FG6SGVSP3TG5WF64XUWH,1/1/2020 20:56:58.478,1,,40.798158271311976,-73.96954020151477
416,A31Y7PAMZO5GVZ,196,20,179,1348,379,1593,13,FG6SGVSP3TG5WF64XUWH,1/1/2020 20:56:58.478,1,,40.79822380252556,-73.96948965406247
430,A24LB89P1BPKKF,66,10,188,915,490,1701,18,QH9W3KFYMZ2NMT1ZQQMC,1/1/2020 20:57:14.481,0,,40.79188666421977,-73.973499773011
431,A24LB89P1BPKKF,66,22,189,1704,488,1863,18,QH9W3KFYMZ2NMT1ZQQMC,1/1/2020 20:57:14.481,0,,40.79177872851441,-73.97357741265034
418,A3AJE1ORZMFDON,132,3,108,968,529,1267,2,H3RZPH7QJLI8VHR2DI1G,1/1/2020 20:57:06.83,1,,40.79544102978597,-73.97089730966158
419,A3AJE1ORZMFDON,132,8,113,1296,481,1808,18,H3RZPH7QJLI8VHR2DI1G,1/1/2020 20:57:06.83,1,,40.79538222147545,-73.9709401637441
425,A3QKLTHN892K0O,288,12,243,426,511,1281,12,R10SCRV971WHD8LHHXUG,1/1/2020 20:57:11.942,1,,40.78375381778625,-73.97436095753181
426,A3QKLTHN892K0O,288,22,219,1619,517,1875,6,R10SCRV971WHD8LHHXUG,1/1/2020 20:57:11.942,1,,40.783856204509824,-73.97429171321205
427,A3QKLTHN892K0O,288,4,248,1291,521,1528,8,R10SCRV971WHD8LHHXUG,1/1/2020 20:57:11.942,1,,40.78381102125705,-73.9743248029974
428,A3QKLTHN892K0O,288,17,242,131,489,380,11,R10SCRV971WHD8LHHXUG,1/1/2020 20:57:11.942,1,,40.78366982415123,-73.97442804008769
420,AQ6SWL9GKRG91,173,17,114,331,522,631,20,B63296LTQ5HFYZ67WBAF,1/1/2020 20:57:09.36,1,,40.799655564551294,-73.9685531031852
421,AQ6SWL9GKRG91,173,6,137,635,564,1067,1,B63296LTQ5HFYZ67WBAF,1/1/2020 20:57:09.36,1,,40.799702461210664,-73.96852854459466
429,A1T02KY1E9YI3I,66,6,184,970,489,1340,35,MYQKEZZUHEWJ808WWWCO,1/1/2020 20:57:13.585,1,,40.79191197210031,-73.97348157164132
435,AX1TWZNM2XLYO,230,19,472,1807,2,188,37,6BZ4TMBSM50VLCR4ZEKC,1/1/2020 20:57:24.864,1,,40.80706267098415,-73.96491310837844
437,A11GOMJ2VPMGOO,248,6,213,1049,476,1578,18,2P5Z2WPSCV6Z7N5JLRO6,1/1/2020 20:57:31.309,1,,40.80516915049595,-73.96628584521387
438,A11GOMJ2VPMGOO,248,6,215,1628,454,1875,8,2P5Z2WPSCV6Z7N5JLRO6,1/1/2020 20:57:31.309,1,,40.80525241278326,-73.96622561445395
440,AFS1T34U5DMYF,160,6,176,785,553,1434,15,0EQ7LY0MLZ5YGAYNO3Y0,1/1/2020 20:57:34.694,1,,40.79823606103315,-73.96886439120352
441,A84KYYIRZ3K00,147,22,89,220,352,980,30,2HG93KWYXEM9GKPA5NL5,1/1/2020 20:57:36.327,1,,40.797568706515555,-73.96934864251125
442,A84KYYIRZ3K00,147,19,337,1284,337,1284,10,2HG93KWYXEM9GKPA5NL5,1/1/2020 20:57:36.327,1,,40.797451256277355,-73.96943528776038
444,A18E8UUQFS86S4,117,1,147,436,559,1122,13,NIM554R5KFZAWWSO1S8O,1/1/2020 20:57:41.757,1,,40.79466606420717,-73.97107674461866
445,A371TFBL370YUF,175,6,157,455,508,1000,31,8HAO6TM247KXWUW4PG5B,1/1/2020 20:57:45.94,1,,40.79953265928349,-73.96862088787084
446,A371TFBL370YUF,175,10,169,1017,478,1488,11,8HAO6TM247KXWUW4PG5B,1/1/2020 20:57:45.94,1,,40.79958910864066,-73.96858790445933
448,A31Y7PAMZO5GVZ,293,12,145,629,483,1556,28,APUC3J7788MU9G1TZN2H,1/1/2020 20:57:59.814,1,,40.783203906536414,-73.97477481429301
423,A3AWNU60ULIUIK,122,7,113,792,494,1198,19,FD4T1VBVDWJVFA5O3U4S,1/1/2020 20:57:11.889,1,,40.794820977010346,-73.97091149667705
451,A20OJ1Q95TMP8B,100,6,148,536,498,1208,11,DVE9UQF63BYVXUY03KSY,1/1/2020 20:58:10.938,1,,40.79379801258695,-73.97210202689573
452,A20OJ1Q95TMP8B,100,13,101,1830,502,1208,8,DVE9UQF63BYVXUY03KSY,1/1/2020 20:58:10.938,1,,40.79370520836641,-73.97216927552431
455,A9LXSGXZM4IJE,20,8,277,554,488,1003,10,0OUQCZILEGG3NC2VWVFN,1/1/2020 20:58:18.153,1,,40.785881379174185,-73.97612571493679
456,A9LXSGXZM4IJE,20,7,253,1296,491,1599,9,0OUQCZILEGG3NC2VWVFN,1/1/2020 20:58:18.153,1,,40.78580812955159,-73.97617940637602
458,A3VQCI0JRU7856,158,6,171,74,521,1178,21,1HN5WR5HG1FEO53O8L7B,1/1/2020 20:58:19.411,1,,40.79825574608787,-73.96885017172558
459,A3VQCI0JRU7856,158,20,186,1214,513,1682,14,1HN5WR5HG1FEO53O8L7B,1/1/2020 20:58:19.411,1,,40.798138078638324,-73.9689351686803
